source_id,source_type,title,reference,license,evidence_type,evidence_reference,contributor,verification_date,notes
SRC000001,original_observation,"Workshop observation - Renault Clio II","Observed during workshop service",,none,,Octowire,2026-08-18,"Refrigerant charge and compressor oil specifications recorded during workshop servicing"
