spec_id,vehicle_id,refrigerant,charge_nominal_g,charge_min_g,charge_max_g,tolerance_plus_g,tolerance_minus_g,oil_type,oil_quantity_ml,compressor,system_variant,status,verified_at
AC000001,VEH000001,R134a,,630,690,,,"PAG ISO 46",135,,,pending,
